State_Tribe_Territory,County_Name,FIPS_State,FIPS_County,date,order_code,Face_Masks_Required_in_Public,Source_of_Action,URL,Citation
NJ,Essex County,34,13,8/19/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,8/20/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,8/21/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,8/22/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,8/23/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,8/24/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,8/25/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,8/26/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,8/27/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,8/28/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,8/29/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,8/30/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,8/31/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/1/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/2/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/3/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/4/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/5/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/6/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/7/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/8/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/9/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/10/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/11/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/12/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/13/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/14/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/15/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/16/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/17/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/18/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/19/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/20/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/21/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/22/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/23/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/24/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/25/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/26/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/27/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/28/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/29/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,9/30/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/1/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/2/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/3/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/4/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/5/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/6/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/7/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/8/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/9/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/10/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/11/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/12/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/13/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/14/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/15/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/16/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/17/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/18/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/19/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/20/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/21/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/22/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/23/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/24/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/25/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/26/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/27/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/28/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/29/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/30/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,10/31/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/1/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/2/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/3/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/4/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/5/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/6/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/7/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/8/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/9/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/10/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/11/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/12/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/13/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/14/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/15/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/16/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/17/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/18/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/19/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/20/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/21/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/22/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/23/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/24/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/25/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/26/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/27/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/28/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/29/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,11/30/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/1/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/2/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/3/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/4/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/5/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/6/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/7/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/8/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/9/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/10/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/11/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/12/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/13/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/14/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/15/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/16/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/17/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/18/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/19/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/20/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/21/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/22/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/23/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/24/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/25/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/26/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/27/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/28/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/29/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/30/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"
NJ,Essex County,34,13,12/31/2020,1,Yes,Official,https://nj.gov/infobank/eo/056murphy/pdf/EO-163.pdf,"N. J. Exec. Order 163 (July 8, 2020)"